Source,Target,weight,event,site,date,white,black,whiteElo,blackElo,result
Liviu-Dieter Nisipeanu,Michael Adams,1,Bundesliga 2016-17,Baden-Baden GER,2016.11.20,Michael Adams,Liviu-Dieter Nisipeanu,2745,2687,1/2-1/2
Liviu-Dieter Nisipeanu,Wang Yue,1,4. Kings Tournament,Medias ROU,2010.06.16,Liviu-Dieter Nisipeanu,Wang Yue,2672,2752,1/2-1/2
Liviu-Dieter Nisipeanu,Romain Edouard,1,TCh-FRA Top 12 2011,Mulhouse FRA,2011.06.02,Liviu-Dieter Nisipeanu,Romain Edouard,2659,2602,1/2-1/2
Liviu-Dieter Nisipeanu,Alexander Areshchenko,1,Black Sea Countries,Bourgas BUL,2012.09.12,Liviu-Dieter Nisipeanu,Alexander Areshchenko,2648,2702,1/2-1/2
Liviu-Dieter Nisipeanu,Alexander Riazantsev,1,13. EICC,Plovdiv BUL,2012.03.24,Liviu-Dieter Nisipeanu,Alexander Riazantsev,2643,2710,1/2-1/2
Liviu-Dieter Nisipeanu,Maxime Vachier-Lagrave,1,45. GM 2017,Dortmund GER,2017.07.16,Liviu-Dieter Nisipeanu,Maxime Vachier-Lagrave,2683,2791,1/2-1/2
Liviu-Dieter Nisipeanu,Zurab Azmaiparashvili,1,FIDE WCh KO,"Las Vegas, NV USA",1999.08.04,Liviu-Dieter Nisipeanu,Zurab Azmaiparashvili,2584,2681,1/2-1/2
Liviu-Dieter Nisipeanu,Ferenc Berkes,1,TCh-2008-9,Paks HUN,2009.01.25,Ferenc Berkes,Liviu-Dieter Nisipeanu,2645,2684,1/2-1/2
Liviu-Dieter Nisipeanu,Alexander Khalifman,1,FIDE WCh KO,"Las Vegas, NV USA",1999.08.16,Liviu-Dieter Nisipeanu,Alexander Khalifman,2584,2628,1/2-1/2
Liviu-Dieter Nisipeanu,Parham Maghsoodloo,1,25. Sigeman & Co 2019,Malmo SWE,2019.05.09,Liviu-Dieter Nisipeanu,Parham Maghsoodloo,2667,2671,1/2-1/2
Liviu-Dieter Nisipeanu,Andrei Volokitin,1,"Mamaia ROM, Team Ch (m) 2012",Mamaia ROM,2012.09.29,Andrei Volokitin,Liviu-Dieter Nisipeanu,2718,2648,1/2-1/2
Liviu-Dieter Nisipeanu,Zahar Efimenko,1,25. ECC,Ohrid MKD,2009.10.09,Zahar Efimenko,Liviu-Dieter Nisipeanu,2654,2664,1/2-1/2
Liviu-Dieter Nisipeanu,Veselin Topalov,1,Match,Bucharest ROU,2006.04.06,Liviu-Dieter Nisipeanu,Veselin Topalov,2693,2801,1/2-1/2
Liviu-Dieter Nisipeanu,Alexander Grischuk,1,Bundesliga 2002-3,Luebeck GER,2002.12.14,Liviu-Dieter Nisipeanu,Alexander Grischuk,2613,2702,1/2-1/2
Liviu-Dieter Nisipeanu,Wesley So,1,43. GM 2015,Dortmund GER,2015.06.27,Liviu-Dieter Nisipeanu,Wesley So,2654,2778,1-0
Liviu-Dieter Nisipeanu,Alexander Motylev,1,Victor Ciocaltea Memorial,Bucharest ROU,2001.03.06,Liviu-Dieter Nisipeanu,Alexander Motylev,2596,2570,1/2-1/2
Liviu-Dieter Nisipeanu,Adhiban Baskaran,1,78. Tata Steel GpB,Wijk aan Zee NED,2016.01.29,Liviu-Dieter Nisipeanu,Adhiban Baskaran,2679,2653,1/2-1/2
Liviu-Dieter Nisipeanu,Emil Sutovsky,1,TCh-AUT 2017-18,Austria AUT,2018.04.06,Liviu-Dieter Nisipeanu,Emil Sutovsky,2673,2689,1/2-1/2
Liviu-Dieter Nisipeanu,Anton Korobov,1,2. IECC,Ohrid MKD,2001.06.05,Liviu-Dieter Nisipeanu,Anton Korobov,2596,2401,1/2-1/2
Liviu-Dieter Nisipeanu,Laurent Fressinet,1,Bundesliga 2017-18,Berlin GER,2018.04.29,Liviu-Dieter Nisipeanu,Laurent Fressinet,2672,2657,1/2-1/2
Liviu-Dieter Nisipeanu,Viktor Bologan,1,TCh-BIH,Neum BIH,2004.05.30,Liviu-Dieter Nisipeanu,Viktor Bologan,2692,2665,1/2-1/2
Liviu-Dieter Nisipeanu,Anish Giri,1,43. Olympiad 2018,Batumi GEO,2018.10.01,Liviu-Dieter Nisipeanu,Anish Giri,2661,2780,1/2-1/2
Liviu-Dieter Nisipeanu,Alexei Shirov,1,3. Kings' Tournament,Bazna ROM,2009.06.17,Liviu-Dieter Nisipeanu,Alexei Shirov,2675,2745,1/2-1/2
Liviu-Dieter Nisipeanu,Magnus Carlsen,1,5. Kings Tournament,Medias ROU,2011.06.20,Liviu-Dieter Nisipeanu,Magnus Carlsen,2659,2815,1/2-1/2
Liviu-Dieter Nisipeanu,Vladimir Akopian,1,17. TCh-Eur,Novi Sad SRB,2009.10.23,Liviu-Dieter Nisipeanu,Vladimir Akopian,2664,2698,1/2-1/2
Liviu-Dieter Nisipeanu,Ni Hua,1,Corus B,Wijk aan Zee NED,2010.01.30,Ni Hua,Liviu-Dieter Nisipeanu,2657,2681,1/2-1/2
Liviu-Dieter Nisipeanu,Bassem Amin,1,World Cup,Khanty-Mansiysk RUS,2007.11.24,Liviu-Dieter Nisipeanu,Bassem Amin,2668,2561,1-0
Liviu-Dieter Nisipeanu,Peter Svidler,1,FIDE World Cup 2015,Baku AZE,2015.09.16,Liviu-Dieter Nisipeanu,Peter Svidler,2678,2727,1/2-1/2
Liviu-Dieter Nisipeanu,Maxim Rodshtein,1,42. Olympiad 2016,Baku AZE,2016.09.05,Liviu-Dieter Nisipeanu,Maxim Rodshtein,2687,2687,1/2-1/2
Liviu-Dieter Nisipeanu,Peter Leko,1,Bundesliga 2018-19,Baden-Baden GER,2018.11.25,Peter Leko,Liviu-Dieter Nisipeanu,2679,2674,1/2-1/2
Liviu-Dieter Nisipeanu,Ian Nepomniachtchi,1,43. GM 2015,Dortmund GER,2015.07.01,Ian Nepomniachtchi,Liviu-Dieter Nisipeanu,2720,2654,1/2-1/2
Liviu-Dieter Nisipeanu,Ivan Sokolov,1,23. ECC Men,Kemer TUR,2007.10.06,Liviu-Dieter Nisipeanu,Ivan Sokolov,2668,2673,1-0
Liviu-Dieter Nisipeanu,Ernesto Inarkiev,1,TCh-FRA Top 16 Poule Haute,Evry FRA,2008.06.01,Liviu-Dieter Nisipeanu,Ernesto Inarkiev,2684,2684,1/2-1/2
Liviu-Dieter Nisipeanu,Samuel Sevian,1,FIDE World Cup 2017,Tbilisi GEO,2017.09.05,Liviu-Dieter Nisipeanu,Samuel Sevian,2674,2610,1/2-1/2
Liviu-Dieter Nisipeanu,Evgeny Tomashevsky,1,Bundesliga 2016-17,Berlin GER,2017.05.01,Evgeny Tomashevsky,Liviu-Dieter Nisipeanu,2724,2687,1/2-1/2
Liviu-Dieter Nisipeanu,Anatoly Karpov,1,Chess Champions League,Vitoria Gasteiz ESP,2007.11.14,Anatoly Karpov,Liviu-Dieter Nisipeanu,2670,2668,1/2-1/2
Liviu-Dieter Nisipeanu,Alireza Firouzja,1,22. OIBM 2018,Tegernsee GER,2018.11.02,Alireza Firouzja,Liviu-Dieter Nisipeanu,2600,2667,1/2-1/2
Liviu-Dieter Nisipeanu,Vladislav Kovalev,1,46. GM 2018,Dortmund GER,2018.07.20,Vladislav Kovalev,Liviu-Dieter Nisipeanu,2655,2672,1/2-1/2
Liviu-Dieter Nisipeanu,Evgeny Alekseev,1,Bundesliga 2018-19,Duesseldorf GER,2019.02.02,Evgeny Alekseev,Liviu-Dieter Nisipeanu,2620,2674,1/2-1/2
Romain Edouard,Bu Xiangzhi,1,Trophee CCAS GpA,Cap d'Agde FRA,2010.10.26,Romain Edouard,Bu Xiangzhi,2636,2695,1/2-1/2
Romain Edouard,Laurent Fressinet,1,87. ch-2012,Pau FRA,2012.08.18,Laurent Fressinet,Romain Edouard,2714,2652,1/2-1/2
Romain Edouard,Jeffery Xiong,1,St Louis Spring A,Saint Louis USA,2018.03.13,Romain Edouard,Jeffery Xiong,2612,2640,1/2-1/2
Romain Edouard,Pavel Eljanov,1,TCh-FRA Top 12 2011,Mulhouse FRA,2011.06.05,Romain Edouard,Pavel Eljanov,2602,2712,1/2-1/2
Romain Edouard,Bogdan-Daniel Deac,1,Cappelle Online Blitz,Europe-Echecs INT,2022.01.09,Romain Edouard,Bogdan-Daniel Deac,2590,2679,1-0
Romain Edouard,Peter Svidler,1,34. ECC Open 2018,Porto Carras GRE,2018.10.14,Peter Svidler,Romain Edouard,2756,2646,0-1
Romain Edouard,Alexander Onischuk,1,St Louis Spring A,Saint Louis USA,2018.03.11,Romain Edouard,Alexander Onischuk,2612,2681,1-0
Romain Edouard,Anatoly Karpov,1,Trophee CCAS GpA,Cap d'Agde FRA,2010.10.24,Romain Edouard,Anatoly Karpov,2636,2619,1-0
Romain Edouard,Anton Korobov,1,16. Dubai Open 2014,Dubai UAE,2014.04.15,Anton Korobov,Romain Edouard,2698,2670,0-1
Romain Edouard,Alexei Shirov,1,4th Salamanca Masters,Salamanca ESP,2021.12.15,Alexei Shirov,Romain Edouard,2704,2588,0-1
Romain Edouard,Vladimir Malakhov,1,TCh-FRA Top 12 2018,Brest FRA,2018.05.26,Romain Edouard,Vladimir Malakhov,2621,2691,1/2-1/2
Romain Edouard,Vladimir Akopian,1,16. Dubai Open 2014,Dubai UAE,2014.04.12,Romain Edouard,Vladimir Akopian,2670,2674,1-0
Romain Edouard,Hans Niemann,1,PRO League Group Stage,chess.com INT,2019.01.08,Romain Edouard,Hans Niemann,2643,2466,1-0
Romain Edouard,Maxim Matlakov,1,WYb14,Heraklio GRE,2004.11.10,Maxim Matlakov,Romain Edouard,2362,2212,1/2-1/2
Romain Edouard,Ivan Sokolov,1,TCh-FRA Top 12 2014,Saint Quentin FRA,2014.06.03,Ivan Sokolov,Romain Edouard,2650,2692,1/2-1/2
Romain Edouard,Gata Kamsky,1,Djerba Blitz Masters 2021,Europe-Echecs INT,2021.12.04,Gata Kamsky,Romain Edouard,2657,2588,1/2-1/2
Romain Edouard,Alireza Firouzja,1,1. Stars Cup 2016,Bandar-e Anzali IRI,2016.07.20,Alireza Firouzja,Romain Edouard,2481,2639,0-1
Romain Edouard,Ray Robson,1,Gibraltar Masters,Caleta ENG,2011.02.02,Romain Edouard,Ray Robson,2634,2532,1-0
Romain Edouard,Ni Hua,1,Biel MTO Open,Biel SUI,2011.07.21,Ni Hua,Romain Edouard,2662,2587,1/2-1/2
Romain Edouard,Wesley So,1,PRO League Group Stage,chess.com INT,2019.01.08,Romain Edouard,Wesley So,2643,2765,1/2-1/2
Romain Edouard,Sergei Movsesian,1,TCh-FRA Top 12 2019,Brest FRA,2019.05.27,Romain Edouard,Sergei Movsesian,2642,2645,1/2-1/2
Romain Edouard,Baadur Jobava,1,TCh-FRA Top 12 2017,Chartres FRA,2017.05.25,Romain Edouard,Baadur Jobava,2640,2713,1/2-1/2
Romain Edouard,Alexander Moiseenko,1,World Blitz 2015,Berlin GER,2015.10.13,Romain Edouard,Alexander Moiseenko,2636,2692,1-0
Romain Edouard,Zahar Efimenko,1,19. European Teams,Warsaw POL,2013.11.10,Romain Edouard,Zahar Efimenko,2653,2657,1-0
Romain Edouard,Evgeny Tomashevsky,1,Gibraltar Masters 2014,Caleta ENG,2014.02.04,Evgeny Tomashevsky,Romain Edouard,2715,2658,1/2-1/2
Romain Edouard,Arkadij Naiditsch,1,53rd Biel GMT 2020,Biel SUI,2020.07.27,Romain Edouard,Arkadij Naiditsch,2649,2626,1/2-1/2
Romain Edouard,Michael Adams,1,11. EICC Men,Rijeka CRO,2010.03.15,Michael Adams,Romain Edouard,2704,2617,1/2-1/2
Romain Edouard,Maxim Rodshtein,1,MTO,Biel SUI,2007.07.26,Romain Edouard,Maxim Rodshtein,2483,2586,1/2-1/2
Romain Edouard,Vladislav Kovalev,1,19. European Teams,Warsaw POL,2013.11.09,Vladislav Kovalev,Romain Edouard,2583,2653,0-1
Romain Edouard,Boris Grachev,1,Hilton Master Open 2013,Basel SUI,2013.01.04,Boris Grachev,Romain Edouard,2688,2686,1/2-1/2
Romain Edouard,Liviu-Dieter Nisipeanu,1,TCh-FRA Top 12 2011,Mulhouse FRA,2011.06.02,Liviu-Dieter Nisipeanu,Romain Edouard,2659,2602,1/2-1/2
Romain Edouard,Alexander Riazantsev,1,TCh-FRA Top 12 2011,Mulhouse FRA,2011.06.03,Romain Edouard,Alexander Riazantsev,2602,2679,1/2-1/2
Romain Edouard,Maxime Vachier-Lagrave,1,86. ch-FRA,Caen FRA,2011.08.14,Maxime Vachier-Lagrave,Romain Edouard,2722,2587,1/2-1/2
Romain Edouard,Vincent Keymer,1,53rd Biel GMT Rapid 2020,Biel SUI,2020.07.19,Vincent Keymer,Romain Edouard,2558,2649,1/2-1/2
Romain Edouard,Gukesh Dommaraju,1,Sunway Sitges Open 2018,Sitges ESP,2018.12.18,Romain Edouard,Gukesh Dommaraju,2644,2466,1/2-1/2
Romain Edouard,Jan-Krzysztof Duda,1,Chess24 Banter Blitz Cup,chess24.com INT,2020.03.16,Jan-Krzysztof Duda,Romain Edouard,2734,2641,0-1
Romain Edouard,Krishnan Sasikiran,1,CapExpress Poule A 2022,Cap d'Agde FRA,2022.11.05,Krishnan Sasikiran,Romain Edouard,2636,2548,0-1
Romain Edouard,Yuriy Kryvoruchko,1,TCh-ESP Div Honor 2014,Linares ESP,2014.09.07,Yuriy Kryvoruchko,Romain Edouard,2708,2674,1/2-1/2
Romain Edouard,David Navara,1,TCh-FRA Top 12 2016,Drancy FRA,2016.06.01,David Navara,Romain Edouard,2735,2641,1/2-1/2
Romain Edouard,Ruslan Ponomariov,1,35th ECC Open 2019,Budva MNE,2019.11.11,Ruslan Ponomariov,Romain Edouard,2648,2635,0-1
Romain Edouard,Vadim Milov,1,TCh-SUI 2015,Switzerland SUI,2015.10.11,Romain Edouard,Vadim Milov,2612,2619,1-0
Romain Edouard,Ivan Cheparinov,1,Politiken Cup 2013,Helsingor DEN,2013.08.02,Ivan Cheparinov,Romain Edouard,2678,2662,1/2-1/2
Romain Edouard,Daniil Dubov,1,75. Tata Steel GpB,Wijk aan Zee NED,2013.01.20,Romain Edouard,Daniil Dubov,2686,2600,1-0
Romain Edouard,Hikaru Nakamura,1,Geneva Masters GpB 2013,Geneva SUI,2013.06.26,Romain Edouard,Hikaru Nakamura,2666,2784,1/2-1/2
Romain Edouard,Ernesto Inarkiev,1,TCh-ESP CECLUB Div Honor 2011,Melilla ESP,2011.11.22,Ernesto Inarkiev,Romain Edouard,2686,2621,1/2-1/2
Romain Edouard,Pentala Harikrishna,1,53rd Biel GMT Blitz 2020,Biel SUI,2020.07.25,Romain Edouard,Pentala Harikrishna,2649,2719,1-0
Romain Edouard,Andrei Volokitin,1,World Blitz 2015,Berlin GER,2015.10.13,Romain Edouard,Andrei Volokitin,2636,2639,1-0
Romain Edouard,Teimour Radjabov,1,World Blitz 2015,Berlin GER,2015.10.13,Romain Edouard,Teimour Radjabov,2636,2738,1/2-1/2
Romain Edouard,Vasyl Ivanchuk,1,C'Chartres Blitz Men,Europe-Echecs INT,2020.06.13,Romain Edouard,Vasyl Ivanchuk,2649,2678,1-0
Romain Edouard,Radosław Wojtaszek,1,53rd Biel GMT 2020,Biel SUI,2020.07.21,Radosław Wojtaszek,Romain Edouard,2719,2649,1/2-1/2
Romain Edouard,Bassem Amin,1,Bundesliga 2021-22,Bremen GER,2022.05.29,Bassem Amin,Romain Edouard,2683,2591,1/2-1/2
Romain Edouard,Rameshbabu Praggnanandhaa,1,Djerba Blitz Masters 2020,Europe-Echecs INT,2020.11.14,Rameshbabu Praggnanandhaa,Romain Edouard,2608,2640,0-1
Romain Edouard,Veselin Topalov,1,4th Salamanca Masters,Salamanca ESP,2021.12.17,Veselin Topalov,Romain Edouard,2730,2588,0-1
Romain Edouard,Markus Ragger,1,TCh-FRA Top 16 GpA 2023,Chartres FRA,2023.06.04,Romain Edouard,Markus Ragger,2527,2626,1/2-1/2
Vasyl Ivanchuk,Anton Korobov,1,Tournament of Peace 2023,Zagreb CRO,2023.11.22,Anton Korobov,Vasyl Ivanchuk,2667,2653,1/2-1/2
Vasyl Ivanchuk,Levon Aronian,1,22nd European Teams,Batumi GEO,2019.10.27,Levon Aronian,Vasyl Ivanchuk,2758,2686,1/2-1/2
Vasyl Ivanchuk,Ivan Cheparinov,1,Tournament of Peace 2023,Zagreb CRO,2023.11.28,Vasyl Ivanchuk,Ivan Cheparinov,2653,2649,1-0
Vasyl Ivanchuk,Alexey Dreev,1,Tournament of Peace 2019,Zagreb CRO,2019.11.24,Alexey Dreev,Vasyl Ivanchuk,2671,2679,1/2-1/2
Vasyl Ivanchuk,Wei Yi,1,FIDE World Cup 2023,Baku AZE,2023.08.05,Vasyl Ivanchuk,Wei Yi,2667,2726,1/2-1/2
Vasyl Ivanchuk,Ni Hua,1,TCh-CHN 2015,China CHN,2015.06.06,Ni Hua,Vasyl Ivanchuk,2704,2733,1/2-1/2
Vasyl Ivanchuk,Yu Yangyi,1,2nd IMSA Rapid 2017,Huai'an CHN,2017.12.11,Vasyl Ivanchuk,Yu Yangyi,2726,2751,1/2-1/2
Vasyl Ivanchuk,David Navara,1,European Blitz 2023,Zagreb CRO,2023.12.16,David Navara,Vasyl Ivanchuk,2679,2625,1/2-1/2
Vasyl Ivanchuk,Wesley So,1,GCT Blitz YourNextMove,Leuven BEL,2017.07.02,Wesley So,Vasyl Ivanchuk,2812,2738,1/2-1/2
Vasyl Ivanchuk,Markus Ragger,1,Tournament of Peace 2019,Zagreb CRO,2019.11.20,Markus Ragger,Vasyl Ivanchuk,2669,2679,1/2-1/2
Vasyl Ivanchuk,Rameshbabu Praggnanandhaa,1,Sunway Sitges Open 2019,Sitges ESP,2019.12.18,Vasyl Ivanchuk,Rameshbabu Praggnanandhaa,2690,2586,1-0
Vasyl Ivanchuk,Krishnan Sasikiran,1,TCh-ESP Div Honor 2019,Linares ESP,2019.10.02,Vasyl Ivanchuk,Krishnan Sasikiran,2686,2675,1-0
Vasyl Ivanchuk,Shakhriyar Mamedyarov,1,European Online CC PlayB,Tornelo INT,2021.03.29,Shakhriyar Mamedyarov,Vasyl Ivanchuk,2770,2678,0-1
Vasyl Ivanchuk,Dmitry Andreikin,1,Titled Tue 6th Sep Early,chess.com INT,2022.09.06,Vasyl Ivanchuk,Dmitry Andreikin,2678,2729,1-0
Vasyl Ivanchuk,Alireza Firouzja,1,C'Chartres Rapid&Blitz m,Europe-Echecs INT,2020.12.06,Alireza Firouzja,Vasyl Ivanchuk,2749,2678,0-1
Vasyl Ivanchuk,Gata Kamsky,1,Djerba Blitz Masters 2021,Europe-Echecs INT,2021.12.04,Gata Kamsky,Vasyl Ivanchuk,2657,2678,1/2-1/2
Vasyl Ivanchuk,Gukesh Dommaraju,1,C'Chartres Blitz Men,Europe-Echecs INT,2020.06.13,Vasyl Ivanchuk,Gukesh Dommaraju,2678,2563,1-0
Vasyl Ivanchuk,Vincent Keymer,1,Julius Baer GenCup Prelim,chess24.com INT,2022.09.19,Vasyl Ivanchuk,Vincent Keymer,2678,2693,1-0
Vasyl Ivanchuk,Parham Maghsoodloo,1,Djerba Blitz Masters 2021,Europe-Echecs INT,2021.12.04,Parham Maghsoodloo,Vasyl Ivanchuk,2701,2678,0-1
Vasyl Ivanchuk,Vladimir Kramnik,1,Legends of Chess Prelim,chess24.com INT,2020.07.27,Vladimir Kramnik,Vasyl Ivanchuk,2753,2678,0-1
Vasyl Ivanchuk,Peter Svidler,1,Legends of Chess Prelim,chess24.com INT,2020.07.26,Peter Svidler,Vasyl Ivanchuk,2723,2678,1/2-1/2
Vasyl Ivanchuk,Magnus Carlsen,1,Julius Baer GenCup Prelim,chess24.com INT,2022.09.20,Vasyl Ivanchuk,Magnus Carlsen,2678,2861,1/2-1/2
Vasyl Ivanchuk,Ian Nepomniachtchi,1,Legends of Chess Prelim,chess24.com INT,2020.07.24,Ian Nepomniachtchi,Vasyl Ivanchuk,2784,2678,1/2-1/2
Vasyl Ivanchuk,Ding Liren,1,Online Olym KO Stage 2020,chess.com INT,2020.08.27,Vasyl Ivanchuk,Ding Liren,2678,2791,1/2-1/2
Vasyl Ivanchuk,Boris Gelfand,1,Julius Baer GenCup Prelim,chess24.com INT,2022.09.19,Boris Gelfand,Vasyl Ivanchuk,2668,2678,1/2-1/2
Vasyl Ivanchuk,Peter Leko,1,Legends of Chess Prelim,chess24.com INT,2020.07.21,Vasyl Ivanchuk,Peter Leko,2678,2663,1-0
Vasyl Ivanchuk,Samuel Shankland,1,Ayelen Invitational 2020,chess24.com INT,2020.11.18,Vasyl Ivanchuk,Samuel Shankland,2678,2691,1-0
Vasyl Ivanchuk,Yuriy Kryvoruchko,1,European Online CC PlayB,Tornelo INT,2021.03.29,Vasyl Ivanchuk,Yuriy Kryvoruchko,2678,2699,1/2-1/2
Vasyl Ivanchuk,Bogdan-Daniel Deac,1,Chess.com Rapid Wk1 Swiss,chess.com INT,2022.02.12,Bogdan-Daniel Deac,Vasyl Ivanchuk,2679,2678,1/2-1/2
Vasyl Ivanchuk,Alexey Sarana,1,Chess.com Rapid Wk2 Swiss,chess.com INT,2022.02.19,Vasyl Ivanchuk,Alexey Sarana,2678,2685,1/2-1/2
Vasyl Ivanchuk,Viswanathan Anand,1,Online Olym KO Stage 2021,chess.com INT,2021.09.13,Viswanathan Anand,Vasyl Ivanchuk,2753,2678,1/2-1/2
Vasyl Ivanchuk,Daniil Dubov,1,Titled Tue 6th Sep Early,chess.com INT,2022.09.06,Daniil Dubov,Vasyl Ivanchuk,2702,2678,1/2-1/2
Vasyl Ivanchuk,Romain Edouard,1,Djerba Blitz Masters 2021,Europe-Echecs INT,2021.12.04,Vasyl Ivanchuk,Romain Edouard,2678,2588,1-0
Vasyl Ivanchuk,Bassem Amin,1,TCh-FRA Top 16 Haute 2023,Chartres FRA,2023.06.09,Bassem Amin,Vasyl Ivanchuk,2690,2655,1/2-1/2
Vasyl Ivanchuk,Jan-Krzysztof Duda,1,Julius Baer GenCup Prelim,chess24.com INT,2022.09.18,Vasyl Ivanchuk,Jan-Krzysztof Duda,2678,2731,1-0
Vasyl Ivanchuk,Adhiban Baskaran,1,Julius Baer GenCup Prelim,chess24.com INT,2022.09.20,Adhiban Baskaran,Vasyl Ivanchuk,2603,2678,1/2-1/2
Vasyl Ivanchuk,Anish Giri,1,Julius Baer GenCup Prelim,chess24.com INT,2022.09.18,Vasyl Ivanchuk,Anish Giri,2678,2764,1-0
Vasyl Ivanchuk,Ray Robson,1,Chess.com Rapid Wk1 Swiss,chess.com INT,2022.02.12,Vasyl Ivanchuk,Ray Robson,2678,2676,1/2-1/2
Vasyl Ivanchuk,Evgeny Najer,1,Chess.com Rapid Wk2 Swiss,chess.com INT,2022.02.19,Vasyl Ivanchuk,Evgeny Najer,2678,2661,1-0
Vasyl Ivanchuk,Sanan Sjugirov,1,Chess.com Rapid Wk2 Swiss,chess.com INT,2022.02.19,Vasyl Ivanchuk,Sanan Sjugirov,2678,2680,1-0
Vasyl Ivanchuk,Evgeny Tomashevsky,1,Chess.com Rapid Wk1 Swiss,chess.com INT,2022.02.12,Vasyl Ivanchuk,Evgeny Tomashevsky,2678,2708,1-0
Vasyl Ivanchuk,Nodirbek Abdusattorov,1,Chess.com Rapid Wk1 Swiss,chess.com INT,2022.02.12,Vasyl Ivanchuk,Nodirbek Abdusattorov,2678,2651,1/2-1/2
Vasyl Ivanchuk,Veselin Topalov,1,TCh-FRA Top 16 GpA 2023,Chartres FRA,2023.06.02,Vasyl Ivanchuk,Veselin Topalov,2655,2728,1/2-1/2
Vasyl Ivanchuk,Radosław Wojtaszek,1,TCh-POL Ekstraliga 2023,Lublin POL,2023.09.25,Radosław Wojtaszek,Vasyl Ivanchuk,2675,2664,1/2-1/2
Vasyl Ivanchuk,Gabriel Sargissian,1,TCh-POL Ekstraliga 2023,Lublin POL,2023.09.23,Vasyl Ivanchuk,Gabriel Sargissian,2664,2692,1/2-1/2
Vasyl Ivanchuk,Ivan Sokolov,1,Tournament of Peace 2023,Zagreb CRO,2023.11.29,Ivan Sokolov,Vasyl Ivanchuk,2588,2653,1/2-1/2
Vasyl Ivanchuk,Alexander Motylev,1,Tournament of Peace 2023,Zagreb CRO,2023.11.23,Vasyl Ivanchuk,Alexander Motylev,2653,2619,1/2-1/2
Ray Robson,Jeffery Xiong,1,Saint Louis Rapid 2023,Saint Louis USA,2023.11.14,Ray Robson,Jeffery Xiong,2696,2681,1/2-1/2
Ray Robson,Wang Yue,1,PRO League Group Stage,chess.com INT,2019.02.20,Wang Yue,Ray Robson,2684,2667,1/2-1/2
Ray Robson,Evgeny Najer,1,FIDE Chess.com Grand Swiss,Douglas ENG,2019.10.13,Evgeny Najer,Ray Robson,2635,2670,1/2-1/2
Ray Robson,Wesley So,1,Saint Louis Blitz 2023,Saint Louis USA,2023.11.18,Ray Robson,Wesley So,2696,2752,1/2-1/2
Ray Robson,Adhiban Baskaran,1,Online Olym KO Stage 2021,chess.com INT,2021.09.14,Ray Robson,Adhiban Baskaran,2673,2672,1-0
Ray Robson,Nikita Vitiugov,1,World Teams 2013,Antalya TUR,2013.11.27,Nikita Vitiugov,Ray Robson,2741,2613,0-1
Ray Robson,Maxim Matlakov,1,Moscow Open D 2012,Moscow RUS,2012.02.05,Maxim Matlakov,Ray Robson,2625,2596,1/2-1/2
Ray Robson,Alexander Onischuk,1,USA Ch 2016,Saint Louis USA,2016.04.15,Ray Robson,Alexander Onischuk,2663,2664,1-0
Ray Robson,Gata Kamsky,1,Chess.com Rapid Wk8 Swiss,chess.com INT,2022.04.02,Ray Robson,Gata Kamsky,2681,2661,1/2-1/2
Ray Robson,Samuel Sevian,1,Saint Louis Rapid 2023,Saint Louis USA,2023.11.14,Samuel Sevian,Ray Robson,2696,2696,0-1
Ray Robson,Bassem Amin,1,World Teams 2013,Antalya TUR,2013.11.29,Bassem Amin,Ray Robson,2652,2613,1/2-1/2
Ray Robson,Laurent Fressinet,1,34. World Open,"Philadelphia, PA USA",2006.07.03,Laurent Fressinet,Ray Robson,2633,2135,1/2-1/2
Ray Robson,Sanan Sjugirov,1,Chess.com Rapid Wk7 Swiss,chess.com INT,2022.03.26,Ray Robson,Sanan Sjugirov,2676,2680,1-0
Ray Robson,Yu Yangyi,1,St Louis Summer A,Saint Louis USA,2022.06.04,Yu Yangyi,Ray Robson,2710,2684,1/2-1/2
Ray Robson,Sergei Movsesian,1,PRO League Group Stage,chess.com INT,2019.03.12,Ray Robson,Sergei Movsesian,2667,2629,1/2-1/2
Ray Robson,Andrei Volokitin,1,FIDE World Cup 2013,Tromso NOR,2013.08.11,Ray Robson,Andrei Volokitin,2623,2688,1-0
Ray Robson,Rauf Mamedov,1,11. Aeroflot Open A,Moscow RUS,2012.02.15,Ray Robson,Rauf Mamedov,2596,2636,1/2-1/2
Ray Robson,Fabiano Caruana,1,Saint Louis Rapid 2023,Saint Louis USA,2023.11.15,Fabiano Caruana,Ray Robson,2795,2696,1/2-1/2
Ray Robson,Rustam Kasimdzhanov,1,St Louis Spring A,Saint Louis USA,2019.03.02,Ray Robson,Rustam Kasimdzhanov,2667,2663,1-0
Ray Robson,Baadur Jobava,1,World Cup,Khanty-Mansiysk RUS,2009.11.22,Ray Robson,Baadur Jobava,2567,2696,1/2-1/2
Ray Robson,Shakhriyar Mamedyarov,1,PRO League Group Stage,chess.com INT,2019.01.30,Ray Robson,Shakhriyar Mamedyarov,2667,2817,1-0
Ray Robson,Peter Svidler,1,FIDE Chess.com Grand Swiss,Douglas ENG,2019.10.19,Ray Robson,Peter Svidler,2670,2729,1/2-1/2
Ray Robson,Pavel Eljanov,1,PRO League Group Stage,chess.com INT,2019.03.12,Ray Robson,Pavel Eljanov,2667,2680,1/2-1/2
